1, 30
2, 21
3, 19
4, 33
5, 0
6, 0
7, 13
8, 24
9, 4
10, 10
11, 0
12, 37
13, 0
14, 20
15, 7
16, 4
17, 16
18, 45
19, 7
20, 7
21, 7
22, 20
